10.33.68.255;00:18:fe:6c:b8:c5;dark-eth0
10.33.70.255;a0:f3:c1:10:13:21;dark-eth1
10.33.70.255;a0:f3:c1:10:1e:3c;dark-eth2

172.16.17.255;00:0e:0c:4b:44:a0;backup-eth1
172.16.17.255;00:0e:0c:4b:44:a1;backup-eth0

172.16.17.255;e0:cb:4e:1f:91:81;pc1deptinf
172.16.17.255;00:1e:0b:2d:9d:1d;deptinf04-eth0

172.20.254.255;00:18:f3:a9:56:c7;router-asus-eth1

172.16.11.255;00:17:3f:78:e4:56;c11x33.iescierva.net.;c11x03w.iescierva.net
172.16.11.255;00:17:3f:78:d2:6d;c11x34.iescierva.net.;c11x04w.iescierva.net
172.16.11.255;00:17:3f:78:e8:43;c11x35.iescierva.net.;c11x05w.iescierva.net
172.16.11.255;00:17:3f:78:e8:1c;c11x36.iescierva.net.;c11x06w.iescierva.net
172.16.11.255;00:17:3f:78:ba:5a;c11x37.iescierva.net.;c11x07w.iescierva.net
172.16.11.255;00:17:3f:78:bf:29;c11x38.iescierva.net.;c11x08w.iescierva.net
172.16.11.255;00:1D:60:0f:93:3d;c11x190.iescierva.net.;fran_cable.c11.local
172.16.11.255;00:13:e8:89:d1:1f;c11x191.iescierva.net.;fran_wifi.c11.local
172.16.11.255;00:10:dc:e0:e6:a0;c11x100.iescierva.net.;C11-100.iescierva.net
172.16.11.255;00:16:e0:dd:5f:40;c11x250.iescierva.net.;c11-sw1.iescierva.net
172.16.11.255;00:16:e0:dd:60:80;c11x251.iescierva.net.;c11-sw2.iescierva.net
172.16.11.255;00:20:a6:50:31:7b;c11x201.iescierva.net.;iesciervaC11.iescierva.net
172.16.11.255;00:00:48:09:5b:a7;c11x202.iescierva.net.;epson-c11.iescierva.net
172.16.11.255;00:1e:0b:2e:63:95;c11x01.iescierva.net.;c11x01.iescierva.net
172.16.11.255;00:1e:0b:30:e0:0f;c11x02.iescierva.net.;c11x02.iescierva.net
172.16.11.255;00:1e:0b:2e:9f:27;c11x03.iescierva.net.;c11x03.iescierva.net
172.16.11.255;00:17:3f:78:e5:48;c11x39.iescierva.net.;c11x09w.iescierva.net
172.16.11.255;00:17:3f:78:e5:fa;c11x40.iescierva.net.;c11x10w.iescierva.net
172.16.11.255;00:17:3f:78:d1:e8;c11x41.iescierva.net.;c11x11w.iescierva.net
172.16.11.255;00:17:3f:78:c4:d4;c11x42.iescierva.net.;c11x12w.iescierva.net
172.16.11.255;00:17:3f:78:c0:a4;c11x43.iescierva.net.;c11x13w.iescierva.net
172.16.11.255;00:17:3f:78:e5:36;c11x44.iescierva.net.;c11x14w.iescierva.net
172.16.11.255;00:17:3f:78:cf:f4;c11x45.iescierva.net.;c11x15w.iescierva.net
172.16.11.255;00:17:3f:78:d1:81;c11x46.iescierva.net.;c11x16w.iescierva.net
172.16.11.255;00:17:3f:78:e8:3f;c11x47.iescierva.net.;c11x17w.iescierva.net
172.16.11.255;00:17:3f:78:bc:66;c11x48.iescierva.net.;c11x18w.iescierva.net
172.16.11.255;00:17:3f:78:cf:f7;c11x49.iescierva.net.;c11x19w.iescierva.net
172.16.11.255;00:17:3f:78:d4:05;c11x50.iescierva.net.;c11x20w.iescierva.net
172.16.11.255;00:24:81:f6:4d:35;c11x04.iescierva.net.;c11x04.iescierva.net
172.16.11.255;00:17:3f:78:c0:c4;c11x53.iescierva.net.;c11x23w.iescierva.net
172.16.11.255;00:26:55:3b:37:d6;c11x05.iescierva.net.;c11x05.iescierva.net
172.16.11.255;00:17:3f:78:c0:e5;c11x54.iescierva.net.;c11x24w.iescierva.net
172.16.11.255;00:1e:0b:2d:77:6b;c11x06.iescierva.net.;c11x06.iescierva.net
172.16.11.255;00:17:3f:78:bf:5d;c11x55.iescierva.net.;c11x25w.iescierva.net
172.16.11.255;00:1e:0b:2e:9f:0f;c11x06.iescierva.net.;c11x06.iescierva.net
172.16.11.255;00:1e:0b:2d:91:9b;c11x07.iescierva.net.;c11x07.iescierva.net
172.16.11.255;00:1e:0b:2f:0f:ab;c11x08.iescierva.net.;c11x08.iescierva.net
172.16.11.255;00:1e:0b:2d:72:b5;c11x09.iescierva.net.;c11x09.iescierva.net
172.16.11.255;00:1e:0b:2e:61:9d;c11x10.iescierva.net.;c11x10.iescierva.net
172.16.11.255;00:1e:0b:2e:9d:b7;c11x11.iescierva.net.;c11x11.iescierva.net
172.16.11.255;00:1e:0b:2d:ec:d9;c11x12.iescierva.net.;c11x12.iescierva.net

#C14
172.16.14.255;00:1e:0b:2e:95:2b;c14x14.iescierva.net.;c14x14.iescierva.net
172.16.14.255;00:1e:0b:2e:a3:a7;c14x15.iescierva.net.;c14x15.iescierva.net
172.16.14.255;00:1e:0b:2e:91:45;c14x16.iescierva.net.;c14x16.iescierva.net
172.16.14.255;00:1e:0b:2d:76:c7;c14x17.iescierva.net.;c14x17.iescierva.net
172.16.14.255;00:1e:0b:2e:62:7d;c14x18.iescierva.net.;c14x18.iescierva.net
172.16.14.255;00:1e:0b:2e:95:15;c14x19.iescierva.net.;c14x19.iescierva.net
172.16.14.255;d4:85:64:a7:fc:86;c14x20.iescierva.net.;c14x20.iescierva.net
172.16.14.255;00:1e:0b:2e:63:99;c14x21.iescierva.net.;c14x21.iescierva.net
172.16.14.255;00:1e:0b:2d:ec:53;c14x22.iescierva.net.;c14x22.iescierva.net
172.16.14.255;00:1e:0b:2e:9e:6b;c14x23.iescierva.net.;c14x23.iescierva.net
172.16.14.255;00:1e:0b:2d:e3:35;c14x24.iescierva.net.;c14x24.iescierva.net
172.16.14.255;00:1e:0b:2e:95:39;c14x25.iescierva.net.;c14x25.iescierva.net
172.16.14.255;00:1e:0b:2d:71:77;c14x27.iescierva.net.;c14x27.iescierva.net
172.16.14.255;00:1e:0b:2d:e3:4b;c14x28.iescierva.net.;c14x28.iescierva.net
172.16.14.255;00:1e:0b:2e:5c:cd;c14x29.iescierva.net.;c14x29.iescierva.net
172.16.14.255;00:23:7d:14:3f:42;c14x30.iescierva.net.;c14x30.iescierva.net
172.16.14.255;00:16:e0:dd:5b:80;c14x250.iescierva.net.;c14-sw1.iescierva.net
172.16.14.255;00:16:e0:e0:0d:40;c14x251.iescierva.net.;c14-sw2.iescierva.net
172.16.14.255;00:20:a6:4b:0e:e2;c14x201.iescierva.net.;iesciervaC14.iescierva.net
172.16.14.255;00:00:48:09:5A:3C;c14x205.iescierva.net.;impresoraC14.iescierva.net
172.16.14.255;00:50:56:c0:00:08;c14x103.iescierva.net.;luisEnglish4.iescierva.net
172.16.14.255;00:1e:0b:2d:9b:fd;c14x100.iescierva.net.;C14-100.iescierva.net
172.16.14.255;00:10:dc:e0:e8:e9;c14x101.iescierva.net.;c14-101.iescierva.net
172.16.14.255;00:1e:0b:2d:95:c5;c14x01.iescierva.net.;c14x01.iescierva.net
172.16.14.255;00:1e:0b:2d:99:5d;c14x02.iescierva.net.;c14x02.iescierva.net
172.16.14.255;00:1e:0b:2d:eb:fb;c14x03.iescierva.net.;c14x03.iescierva.net
172.16.14.255;00:1e:0b:2d:9c:9b;c14x04.iescierva.net.;c14x04.iescierva.net
172.16.14.255;00:1e:0b:2f:10:0b;c14x05.iescierva.net.;c14x05.iescierva.net
172.16.14.255;00:1e:0b:2f:0a:77;c14x06.iescierva.net.;c14x06.iescierva.net
172.16.14.255;00:1e:0b:2e:95:29;c14x07.iescierva.net.;c14x07.iescierva.net
172.16.14.255;00:1e:0b:2d:eb:f3;c14x08.iescierva.net.;c14x08.iescierva.net
172.16.14.255;00:1e:0b:2d:e9:9d;c14x09.iescierva.net.;c14x09.iescierva.net
172.16.14.255;00:1e:0b:2d:77:4b;c14x10.iescierva.net.;c14x10.iescierva.net
172.16.14.255;00:1e:0b:2f:10:71;c14x11.iescierva.net.;c14x11.iescierva.net
172.16.14.255;00:1e:0b:2d:76:e3;c14x12.iescierva.net.;c14x12.iescierva.net
172.16.14.255;00:1e:0b:2d:e3:07;c14x13.iescierva.net.;c14x13.iescierva.net

172.16.16.255;00:14:2a:bf:28:84;c16x22.iescierva.net.;c16-22.iescierva.net
172.16.16.255;00:14:2a:bb:af:eb;c16x23.iescierva.net.;c16-23.iescierva.net
172.16.16.255;00:14:2a:bf:26:97;c16x24.iescierva.net.;c16-24.iescierva.net
172.16.16.255;00:14:2a:bf:30:13;c16x25.iescierva.net.;c16-25.iescierva.net
172.16.16.255;00:14:2a:b9:bb:09;c16x26.iescierva.net.;c16-26.iescierva.net
172.16.16.255;00:14:2a:bd:b2:91;c16x27.iescierva.net.;c16-27.iescierva.net
172.16.16.255;00:14:2a:96:db:63;c16x28.iescierva.net.;c16-28.iescierva.net
172.16.16.255;00:14:2a:bd:3f:07;c16x29.iescierva.net.;c16-29.iescierva.net
172.16.16.255;00:14:2a:bd:3e:fb;c16x30.iescierva.net.;c16-30.iescierva.net
172.16.16.255;48:5d:60:9c:e1:9f;c16x183.iescierva.net.;pelegrin_c16.iescierva.net
172.16.16.255;00:50:56:c0:00:08;c16x103.iescierva.net.;luisEnglish5.iescierva.net
172.16.16.255;00:14:c1:2b:4e:e9;c16x201.iescierva.net.;iesciervaC16.c16.local
172.16.16.255;00:0d:54:46:ee:80;c16x250.iescierva.net.;sw1.c16.local
172.16.16.255;00:1e:0b:2d:95:13;c16x100.iescierva.net.;c16-100.iescierva.net
172.16.16.255;00:14:2a:b9:bb:01;c16x01.iescierva.net.;c16-01.iescierva.net
172.16.16.255;00:14:2a:bf:2b:ce;c16x02.iescierva.net.;c16-02.iescierva.net
172.16.16.255;00:14:2a:bf:2b:cc;c16x03.iescierva.net.;c16-03.iescierva.net
172.16.16.255;00:14:2a:bf:2b:d5;c16x04.iescierva.net.;c16-04.iescierva.net
172.16.16.255;00:14:2a:bf:32:15;c16x05.iescierva.net.;c16-05.iescierva.net
172.16.16.255;00:14:2a:bf:27:4c;c16x06.iescierva.net.;c16-06.iescierva.net
172.16.16.255;00:14:2a:36:c1:c9;c16x07.iescierva.net.;c16-07.iescierva.net
172.16.16.255;00:14:2a:bf:2e:0f;c16x08.iescierva.net.;c16-08.iescierva.net
172.16.16.255;00:14:2a:bf:2a:44;c16x09.iescierva.net.;c16-09.iescierva.net
172.16.16.255;00:14:2a:bb:af:e7;c16x10.iescierva.net.;c16-10.iescierva.net
172.16.16.255;00:14:2a:bf:2b:d3;c16x11.iescierva.net.;c16-11.iescierva.net
172.16.16.255;00:14:2a:bf:25:77;c16x12.iescierva.net.;c16-12.iescierva.net
172.16.16.255;00:14:2a:bf:27:4b;c16x13.iescierva.net.;c16-13.iescierva.net
172.16.16.255;00:14:2a:36:c1:d1;c16x14.iescierva.net.;c16-14.iescierva.net
172.16.16.255;00:14:2a:bf:30:bd;c16x15.iescierva.net.;c16-15.iescierva.net
172.16.16.255;00:16:ec:86:3b:18;c16x16.iescierva.net.;c16-16.iescierva.net
172.16.16.255;00:14:2a:bf:25:73;dhcpload-172.16.16.17;c16-17.iescierva.net
172.16.16.255;00:14:2a:bf:2d:61;c16x18.iescierva.net.;c16-18.iescierva.net
172.16.16.255;00:14:2a:bf:2b:10;c16x19.iescierva.net.;c16-19.iescierva.net
172.16.16.255;00:14:2a:bf:31:5e;c16x20.iescierva.net.;c16-20.iescierva.net
